Company,Agent ID,Agent Name,Call ID,Customer ID,Call Start Time,Call End Time,Call Duration (seconds),Timestamp,Call Status,Call Type,Language,Region,Queue Name,Resolution Status,Hold Time (seconds),Talk Time (seconds),Wrap-up Time (seconds)
BioHealth,B203,Fiona Gallagher,CALL-103129,CUST-5009,2026-07-16 15:21:19,2026-07-16 15:25:37,258,2026-07-16 15:21:19,Answered,Inbound,Hindi,South,Tech Support,Resolved,15,234,9
EcoEnergy,E502,Nathan Drake,CALL-103130,CUST-6363,2026-07-09 18:30:40,2026-07-09 18:34:22,222,2026-07-09 18:30:40,Answered,Inbound,German,Central,Tech Support,Resolved,19,191,12
EcoEnergy,E502,Nathan Drake,CALL-103131,CUST-4297,2026-07-08 12:44:37,2026-07-08 12:47:59,202,2026-07-08 12:44:37,Answered,Inbound,English,West,General Sales,Resolved,4,193,5
CloudTech,C301,George Clark,CALL-103132,CUST-3103,2026-07-17 11:57:43,2026-07-17 12:00:47,184,2026-07-17 11:57:43,Answered,Outbound,English,North,Account Queries,Resolved,8,172,4
BioHealth,B202,Evan Wright,CALL-103133,CUST-1174,2026-07-12 11:22:17,2026-07-12 11:25:32,195,2026-07-12 11:22:17,Answered,Outbound,English,South,Account Queries,Resolved,46,136,13
DeltaFinance,D401,Jack Ryan,CALL-103134,CUST-3576,2026-07-15 13:45:10,2026-07-15 13:49:29,259,2026-07-15 13:45:10,Answered,Outbound,French,Central,General Sales,Escalated,7,188,64
DeltaFinance,D403,Leo Fitz,CALL-103135,CUST-1227,2026-07-02 07:57:56,2026-07-02 08:01:43,227,2026-07-02 07:57:56,Answered,Outbound,German,North,General Sales,Unresolved,10,215,2
CloudTech,C301,George Clark,CALL-103136,CUST-7413,2026-07-02 13:27:16,2026-07-02 13:30:07,171,2026-07-02 13:27:16,Answered,Inbound,Hindi,North,Tech Support,Resolved,25,126,20
AeroCorp,A102,Bob Johnson,CALL-103137,CUST-8700,2026-07-21 14:31:43,2026-07-21 14:31:49,6,2026-07-21 14:31:43,Dropped,Inbound,English,East,Billing,Unresolved,0,0,0
BioHealth,B201,Diana Prince,CALL-103138,CUST-2571,2026-07-09 12:42:03,2026-07-09 12:42:24,21,2026-07-09 12:42:03,Dropped,Inbound,English,West,Account Queries,Unresolved,0,0,0
BioHealth,B202,Evan Wright,CALL-103139,CUST-8994,2026-07-15 16:22:23,2026-07-15 16:26:43,260,2026-07-15 16:22:23,Answered,Inbound,English,North,General Sales,Resolved,13,202,45
EcoEnergy,Unknown,Unknown,CALL-103140,CUST-4103,2026-07-07 12:54:45,2026-07-07 12:55:13,28,2026-07-07 12:54:45,Missed,Inbound,French,North,Tech Support,Unresolved,0,0,0
EcoEnergy,E502,Nathan Drake,CALL-103141,CUST-2569,2026-07-07 07:24:01,2026-07-07 07:25:52,111,2026-07-07 07:24:01,Answered,Inbound,French,East,Billing,Unresolved,9,92,10
EcoEnergy,E501,Molly Hooper,CALL-103142,CUST-9180,2026-07-16 08:37:17,2026-07-16 08:40:52,215,2026-07-16 08:37:17,Answered,Outbound,Hindi,South,Billing,Resolved,5,208,2
BioHealth,B203,Fiona Gallagher,CALL-103143,CUST-1440,2026-07-21 04:52:00,2026-07-21 04:55:59,239,2026-07-21 04:52:00,Answered,Inbound,Hindi,North,Billing,Resolved,1,227,11
BioHealth,B202,Evan Wright,CALL-103144,CUST-5219,2026-07-02 16:22:49,2026-07-02 16:25:43,174,2026-07-02 16:22:49,Answered,Outbound,German,East,General Sales,Unresolved,13,157,4
CloudTech,C303,Ian Malcolm,CALL-103145,CUST-8937,2026-07-20 06:25:31,2026-07-20 06:28:25,174,2026-07-20 06:25:31,Answered,Inbound,English,East,General Sales,Escalated,9,102,63
CloudTech,C302,Hannah Abbott,CALL-103146,CUST-7262,2026-07-03 12:08:49,2026-07-03 12:11:41,172,2026-07-03 12:08:49,Answered,Outbound,German,East,Billing,Escalated,0,172,0
CloudTech,Unknown,Unknown,CALL-103147,CUST-8753,2026-07-20 16:09:33,2026-07-20 16:09:42,9,2026-07-20 16:09:33,Missed,Inbound,Hindi,East,Account Queries,Unresolved,0,0,0
DeltaFinance,D401,Jack Ryan,CALL-103148,CUST-2958,2026-07-06 13:37:50,2026-07-06 13:39:09,79,2026-07-06 13:37:50,Answered,Outbound,Spanish,South,General Sales,Resolved,4,66,9
AeroCorp,A102,Bob Johnson,CALL-103149,CUST-8487,2026-07-03 07:59:32,2026-07-03 08:02:07,155,2026-07-03 07:59:32,Answered,Inbound,English,South,Tech Support,Unresolved,23,127,5
EcoEnergy,E503,Oliver Queen,CALL-103150,CUST-8808,2026-07-06 07:27:09,2026-07-06 07:32:54,345,2026-07-06 07:27:09,Answered,Inbound,German,West,Account Queries,Resolved,4,301,40
BioHealth,B202,Evan Wright,CALL-103151,CUST-4760,2026-07-14 13:41:28,2026-07-14 13:43:52,144,2026-07-14 13:41:28,Answered,Outbound,Hindi,East,Billing,Resolved,6,137,1
AeroCorp,A101,Alice Smith,CALL-103152,CUST-6256,2026-07-09 14:32:07,2026-07-09 14:36:39,272,2026-07-09 14:32:07,Answered,Inbound,Spanish,South,Billing,Resolved,42,159,71
CloudTech,C303,Ian Malcolm,CALL-103153,CUST-8385,2026-07-15 08:27:08,2026-07-15 08:31:09,241,2026-07-15 08:27:08,Answered,Inbound,French,Central,General Sales,Resolved,22,217,2
EcoEnergy,E503,Oliver Queen,CALL-103154,CUST-9016,2026-07-03 15:06:08,2026-07-03 15:08:04,116,2026-07-03 15:06:08,Answered,Inbound,Spanish,Central,Tech Support,Resolved,0,111,5
EcoEnergy,E502,Nathan Drake,CALL-103155,CUST-3319,2026-07-10 06:16:06,2026-07-10 06:18:45,159,2026-07-10 06:16:06,Answered,Outbound,Spanish,East,Billing,Unresolved,10,147,2
CloudTech,C302,Hannah Abbott,CALL-103156,CUST-2906,2026-07-03 02:44:50,2026-07-03 02:45:16,26,2026-07-03 02:44:50,Dropped,Outbound,English,North,General Sales,Unresolved,0,0,0
DeltaFinance,D403,Leo Fitz,CALL-103157,CUST-6626,2026-07-06 07:31:39,2026-07-06 07:35:59,260,2026-07-06 07:31:39,Answered,Inbound,German,North,General Sales,Resolved,54,205,1
DeltaFinance,Unknown,Unknown,CALL-103158,CUST-9811,2026-07-15 07:18:35,2026-07-15 07:18:52,17,2026-07-15 07:18:35,Missed,Inbound,Hindi,Central,Tech Support,Unresolved,0,0,0
AeroCorp,A102,Bob Johnson,CALL-103159,CUST-2184,2026-07-07 16:02:17,2026-07-07 16:05:34,197,2026-07-07 16:02:17,Answered,Inbound,Hindi,South,General Sales,Unresolved,4,188,5
DeltaFinance,D401,Jack Ryan,CALL-103160,CUST-6122,2026-07-14 10:38:19,2026-07-14 10:43:49,330,2026-07-14 10:38:19,Answered,Inbound,English,Central,Account Queries,Resolved,16,313,1
EcoEnergy,E503,Oliver Queen,CALL-103161,CUST-9312,2026-07-06 07:33:31,2026-07-06 07:37:32,241,2026-07-06 07:33:31,Answered,Inbound,French,Central,Billing,Unresolved,10,215,16
EcoEnergy,E501,Molly Hooper,CALL-103162,CUST-9841,2026-07-02 13:37:29,2026-07-02 13:40:33,184,2026-07-02 13:37:29,Answered,Outbound,Spanish,East,Account Queries,Escalated,1,163,20
EcoEnergy,E501,Molly Hooper,CALL-103163,CUST-2543,2026-07-02 05:46:19,2026-07-02 05:49:53,214,2026-07-02 05:46:19,Answered,Inbound,English,Central,General Sales,Resolved,26,176,12
AeroCorp,A101,Alice Smith,CALL-103164,CUST-1901,2026-07-08 00:53:15,2026-07-08 00:57:01,226,2026-07-08 00:53:15,Answered,Inbound,Hindi,East,Account Queries,Unresolved,1,221,4
DeltaFinance,D403,Leo Fitz,CALL-103165,CUST-6066,2026-07-13 08:14:57,2026-07-13 08:18:44,227,2026-07-13 08:14:57,Answered,Outbound,French,East,Account Queries,Resolved,24,195,8
CloudTech,Unknown,Unknown,CALL-103166,CUST-9151,2026-07-07 13:49:16,2026-07-07 13:49:41,25,2026-07-07 13:49:16,Missed,Inbound,German,Central,General Sales,Unresolved,0,0,0
AeroCorp,A103,Charlie Brown,CALL-103167,CUST-2694,2026-07-03 16:03:40,2026-07-03 16:08:11,271,2026-07-03 16:03:40,Answered,Inbound,Spanish,South,Tech Support,Resolved,20,227,24
DeltaFinance,D403,Leo Fitz,CALL-103168,CUST-7556,2026-07-18 04:18:02,2026-07-18 04:23:05,303,2026-07-18 04:18:02,Answered,Inbound,Hindi,West,Billing,Resolved,19,256,28
EcoEnergy,E501,Molly Hooper,CALL-103169,CUST-6999,2026-07-14 09:01:10,2026-07-14 09:05:02,232,2026-07-14 09:01:10,Answered,Inbound,Spanish,East,Billing,Resolved,0,231,1
CloudTech,C301,George Clark,CALL-103170,CUST-3262,2026-07-13 05:27:10,2026-07-13 05:31:15,245,2026-07-13 05:27:10,Answered,Outbound,Hindi,East,Account Queries,Escalated,2,175,68
DeltaFinance,Unknown,Unknown,CALL-103171,CUST-2582,2026-07-20 16:40:24,2026-07-20 16:40:35,11,2026-07-20 16:40:24,Missed,Inbound,German,East,General Sales,Unresolved,0,0,0
AeroCorp,A101,Alice Smith,CALL-103172,CUST-7336,2026-07-18 05:09:21,2026-07-18 05:12:36,195,2026-07-18 05:09:21,Answered,Inbound,Hindi,West,General Sales,Resolved,32,115,48
CloudTech,C303,Ian Malcolm,CALL-103173,CUST-8612,2026-07-16 09:19:15,2026-07-16 09:21:40,145,2026-07-16 09:19:15,Answered,Inbound,Hindi,East,Tech Support,Escalated,36,73,36
CloudTech,C303,Ian Malcolm,CALL-103174,CUST-7549,2026-07-04 05:04:25,2026-07-04 05:07:22,177,2026-07-04 05:04:25,Answered,Outbound,English,North,Billing,Resolved,2,164,11
CloudTech,C301,George Clark,CALL-103175,CUST-3778,2026-07-02 12:33:52,2026-07-02 12:38:00,248,2026-07-02 12:33:52,Answered,Outbound,English,South,Tech Support,Escalated,8,212,28
EcoEnergy,E503,Oliver Queen,CALL-103176,CUST-8559,2026-07-18 06:22:00,2026-07-18 06:24:46,166,2026-07-18 06:22:00,Answered,Outbound,French,Central,Account Queries,Resolved,13,139,14
EcoEnergy,E503,Oliver Queen,CALL-103177,CUST-7312,2026-07-01 19:30:18,2026-07-01 19:33:46,208,2026-07-01 19:30:18,Answered,Inbound,Hindi,West,Billing,Resolved,11,178,19
CloudTech,C302,Hannah Abbott,CALL-103178,CUST-1199,2026-07-17 08:52:39,2026-07-17 08:53:02,23,2026-07-17 08:52:39,Dropped,Inbound,Spanish,East,Tech Support,Unresolved,0,0,0
BioHealth,B201,Diana Prince,CALL-103179,CUST-4314,2026-07-15 16:28:27,2026-07-15 16:30:56,149,2026-07-15 16:28:27,Answered,Inbound,English,West,General Sales,Resolved,34,74,41
BioHealth,B202,Evan Wright,CALL-103180,CUST-2340,2026-07-21 12:08:25,2026-07-21 12:12:03,218,2026-07-21 12:08:25,Answered,Outbound,Hindi,Central,Billing,Resolved,24,172,22
CloudTech,C301,George Clark,CALL-103181,CUST-2882,2026-07-18 13:23:14,2026-07-18 13:26:14,180,2026-07-18 13:23:14,Answered,Outbound,Hindi,South,Account Queries,Resolved,8,170,2
BioHealth,B201,Diana Prince,CALL-103182,CUST-2402,2026-07-08 09:57:49,2026-07-08 09:59:17,88,2026-07-08 09:57:49,Answered,Outbound,English,East,Account Queries,Resolved,1,72,15
AeroCorp,A101,Alice Smith,CALL-103183,CUST-1136,2026-07-19 09:05:39,2026-07-19 09:07:23,104,2026-07-19 09:05:39,Answered,Inbound,German,South,General Sales,Unresolved,1,96,7
CloudTech,C301,George Clark,CALL-103184,CUST-9560,2026-07-15 05:54:18,2026-07-15 05:57:43,205,2026-07-15 05:54:18,Answered,Outbound,German,Central,General Sales,Unresolved,67,137,1
BioHealth,B202,Evan Wright,CALL-103185,CUST-5626,2026-07-03 20:05:00,2026-07-03 20:09:32,272,2026-07-03 20:05:00,Answered,Outbound,French,East,Tech Support,Resolved,24,195,53
DeltaFinance,D401,Jack Ryan,CALL-103186,CUST-6568,2026-07-09 03:47:16,2026-07-09 03:50:16,180,2026-07-09 03:47:16,Answered,Inbound,Spanish,South,General Sales,Unresolved,13,135,32
AeroCorp,A102,Bob Johnson,CALL-103187,CUST-6080,2026-07-15 05:46:38,2026-07-15 05:49:15,157,2026-07-15 05:46:38,Answered,Inbound,Spanish,South,Account Queries,Resolved,19,116,22
EcoEnergy,E501,Molly Hooper,CALL-103188,CUST-8680,2026-07-03 08:50:37,2026-07-03 08:50:42,5,2026-07-03 08:50:37,Dropped,Outbound,Hindi,South,Tech Support,Unresolved,0,0,0
CloudTech,C303,Ian Malcolm,CALL-103189,CUST-2051,2026-07-13 07:24:51,2026-07-13 07:26:50,119,2026-07-13 07:24:51,Answered,Inbound,English,West,Account Queries,Resolved,19,68,32
AeroCorp,A103,Charlie Brown,CALL-103190,CUST-9408,2026-07-04 16:58:42,2026-07-04 17:01:05,143,2026-07-04 16:58:42,Answered,Inbound,French,North,General Sales,Resolved,4,121,18
BioHealth,B203,Fiona Gallagher,CALL-103191,CUST-4602,2026-07-20 14:46:17,2026-07-20 14:50:11,234,2026-07-20 14:46:17,Answered,Outbound,Spanish,East,Account Queries,Resolved,20,146,68
EcoEnergy,E503,Oliver Queen,CALL-103192,CUST-1709,2026-07-19 11:31:47,2026-07-19 11:32:01,14,2026-07-19 11:31:47,Dropped,Inbound,French,South,Billing,Unresolved,0,0,0
CloudTech,C302,Hannah Abbott,CALL-103193,CUST-5854,2026-07-09 15:39:55,2026-07-09 15:44:23,268,2026-07-09 15:39:55,Answered,Inbound,Spanish,North,Tech Support,Resolved,29,236,3
CloudTech,C302,Hannah Abbott,CALL-103194,CUST-7559,2026-07-16 06:58:09,2026-07-16 07:01:21,192,2026-07-16 06:58:09,Answered,Inbound,French,Central,Tech Support,Resolved,28,151,13
BioHealth,B201,Diana Prince,CALL-103195,CUST-3230,2026-07-10 06:47:28,2026-07-10 06:51:44,256,2026-07-10 06:47:28,Answered,Inbound,German,Central,General Sales,Resolved,21,234,1
CloudTech,C303,Ian Malcolm,CALL-103196,CUST-7072,2026-07-06 09:19:24,2026-07-06 09:23:55,271,2026-07-06 09:19:24,Answered,Outbound,Hindi,Central,Account Queries,Unresolved,32,206,33
CloudTech,C302,Hannah Abbott,CALL-103197,CUST-7315,2026-07-18 12:49:25,2026-07-18 12:49:38,13,2026-07-18 12:49:25,Dropped,Inbound,French,North,Account Queries,Unresolved,0,0,0
BioHealth,B203,Fiona Gallagher,CALL-103198,CUST-9019,2026-07-16 06:37:48,2026-07-16 06:41:49,241,2026-07-16 06:37:48,Answered,Outbound,Spanish,North,Tech Support,Unresolved,26,142,73
CloudTech,Unknown,Unknown,CALL-103199,CUST-8787,2026-07-11 22:06:26,2026-07-11 22:06:52,26,2026-07-11 22:06:26,Missed,Inbound,English,Central,Account Queries,Unresolved,0,0,0
AeroCorp,A102,Bob Johnson,CALL-103200,CUST-7116,2026-07-02 14:21:59,2026-07-02 14:26:33,274,2026-07-02 14:21:59,Answered,Outbound,English,North,General Sales,Resolved,19,234,21
DeltaFinance,D403,Leo Fitz,CALL-103201,CUST-3888,2026-07-14 07:19:40,2026-07-14 07:21:06,86,2026-07-14 07:19:40,Answered,Inbound,French,North,General Sales,Resolved,2,75,9
BioHealth,B203,Fiona Gallagher,CALL-103202,CUST-3275,2026-07-05 08:29:50,2026-07-05 08:35:24,334,2026-07-05 08:29:50,Answered,Inbound,German,South,General Sales,Resolved,2,290,42
CloudTech,C303,Ian Malcolm,CALL-103203,CUST-3816,2026-07-08 09:33:32,2026-07-08 09:38:42,310,2026-07-08 09:33:32,Answered,Outbound,French,North,General Sales,Escalated,4,250,56
CloudTech,C302,Hannah Abbott,CALL-103204,CUST-7081,2026-07-19 10:47:26,2026-07-19 10:51:43,257,2026-07-19 10:47:26,Answered,Inbound,English,Central,General Sales,Escalated,1,225,31
CloudTech,C303,Ian Malcolm,CALL-103205,CUST-3015,2026-07-21 10:56:52,2026-07-21 11:01:34,282,2026-07-21 10:56:52,Answered,Inbound,French,South,Account Queries,Resolved,1,254,27
CloudTech,C302,Hannah Abbott,CALL-103206,CUST-8775,2026-07-03 15:30:09,2026-07-03 15:31:59,110,2026-07-03 15:30:09,Answered,Inbound,German,South,General Sales,Resolved,3,100,7
EcoEnergy,E501,Molly Hooper,CALL-103207,CUST-5477,2026-07-19 07:20:59,2026-07-19 07:26:55,356,2026-07-19 07:20:59,Answered,Inbound,English,North,Tech Support,Resolved,8,343,5
CloudTech,C301,George Clark,CALL-103208,CUST-4681,2026-07-11 07:25:29,2026-07-11 07:25:46,17,2026-07-11 07:25:29,Dropped,Inbound,Hindi,East,General Sales,Unresolved,0,0,0
BioHealth,Unknown,Unknown,CALL-103209,CUST-5060,2026-07-20 14:57:58,2026-07-20 14:58:16,18,2026-07-20 14:57:58,Missed,Inbound,Hindi,North,General Sales,Unresolved,0,0,0
AeroCorp,A101,Alice Smith,CALL-103210,CUST-4817,2026-07-05 23:20:32,2026-07-05 23:24:59,267,2026-07-05 23:20:32,Answered,Outbound,German,West,Account Queries,Escalated,11,215,41
BioHealth,B203,Fiona Gallagher,CALL-103211,CUST-2315,2026-07-14 16:12:21,2026-07-14 16:12:48,27,2026-07-14 16:12:21,Dropped,Inbound,Spanish,West,Billing,Unresolved,0,0,0
EcoEnergy,E503,Oliver Queen,CALL-103212,CUST-3601,2026-07-03 17:49:10,2026-07-03 17:50:01,51,2026-07-03 17:49:10,Answered,Inbound,Hindi,Central,General Sales,Resolved,19,16,16
EcoEnergy,E501,Molly Hooper,CALL-103213,CUST-1840,2026-07-02 18:15:03,2026-07-02 18:15:13,10,2026-07-02 18:15:03,Dropped,Inbound,English,South,Account Queries,Unresolved,0,0,0
BioHealth,B201,Diana Prince,CALL-103214,CUST-9273,2026-07-20 23:21:02,2026-07-20 23:24:45,223,2026-07-20 23:21:02,Answered,Inbound,Spanish,North,Billing,Unresolved,42,147,34
DeltaFinance,D401,Jack Ryan,CALL-103215,CUST-6997,2026-07-03 08:15:59,2026-07-03 08:17:46,107,2026-07-03 08:15:59,Answered,Inbound,Hindi,West,Tech Support,Resolved,1,90,16
AeroCorp,A103,Charlie Brown,CALL-103216,CUST-1904,2026-07-20 06:51:12,2026-07-20 06:57:51,399,2026-07-20 06:51:12,Answered,Inbound,German,Central,Account Queries,Resolved,15,305,79
EcoEnergy,E501,Molly Hooper,CALL-103217,CUST-5586,2026-07-08 12:18:00,2026-07-08 12:21:03,183,2026-07-08 12:18:00,Answered,Inbound,English,Central,General Sales,Resolved,1,181,1
EcoEnergy,E502,Nathan Drake,CALL-103218,CUST-6873,2026-07-08 10:52:01,2026-07-08 10:56:58,297,2026-07-08 10:52:01,Answered,Inbound,Spanish,East,Account Queries,Resolved,5,204,88
EcoEnergy,E501,Molly Hooper,CALL-103219,CUST-8946,2026-07-03 15:51:50,2026-07-03 15:55:19,209,2026-07-03 15:51:50,Answered,Outbound,French,North,Account Queries,Resolved,0,204,5
AeroCorp,A102,Bob Johnson,CALL-103220,CUST-8562,2026-07-18 12:56:03,2026-07-18 12:59:42,219,2026-07-18 12:56:03,Answered,Outbound,English,North,Tech Support,Resolved,24,172,23
DeltaFinance,Unknown,Unknown,CALL-103221,CUST-1774,2026-07-06 11:05:46,2026-07-06 11:06:09,23,2026-07-06 11:05:46,Missed,Inbound,English,South,Tech Support,Unresolved,0,0,0
AeroCorp,A103,Charlie Brown,CALL-103222,CUST-1571,2026-07-06 09:12:33,2026-07-06 09:15:52,199,2026-07-06 09:12:33,Answered,Inbound,French,Central,Tech Support,Resolved,5,141,53
EcoEnergy,E502,Nathan Drake,CALL-103223,CUST-5566,2026-07-13 15:55:17,2026-07-13 15:57:54,157,2026-07-13 15:55:17,Answered,Inbound,Spanish,East,Billing,Resolved,0,151,6
EcoEnergy,E502,Nathan Drake,CALL-103224,CUST-5039,2026-07-19 08:53:58,2026-07-19 08:59:20,322,2026-07-19 08:53:58,Answered,Inbound,Spanish,Central,Tech Support,Unresolved,1,275,46
CloudTech,C301,George Clark,CALL-103225,CUST-8210,2026-07-09 18:07:40,2026-07-09 18:12:19,279,2026-07-09 18:07:40,Answered,Inbound,French,South,Billing,Resolved,43,214,22
EcoEnergy,E501,Molly Hooper,CALL-103226,CUST-5391,2026-07-10 13:38:42,2026-07-10 13:41:39,177,2026-07-10 13:38:42,Answered,Inbound,German,Central,General Sales,Unresolved,5,168,4
CloudTech,C301,George Clark,CALL-103227,CUST-4016,2026-07-18 00:53:26,2026-07-18 00:57:21,235,2026-07-18 00:53:26,Answered,Inbound,Spanish,Central,Account Queries,Resolved,29,203,3
CloudTech,Unknown,Unknown,CALL-103228,CUST-5522,2026-07-08 10:53:45,2026-07-08 10:54:01,16,2026-07-08 10:53:45,Missed,Inbound,English,East,Billing,Unresolved,0,0,0
CloudTech,Unknown,Unknown,CALL-103229,CUST-4982,2026-07-12 07:22:18,2026-07-12 07:22:35,17,2026-07-12 07:22:18,Missed,Inbound,Spanish,South,Account Queries,Unresolved,0,0,0
BioHealth,B201,Diana Prince,CALL-103230,CUST-8395,2026-07-19 10:30:49,2026-07-19 10:31:15,26,2026-07-19 10:30:49,Dropped,Outbound,Hindi,South,Tech Support,Unresolved,0,0,0
CloudTech,Unknown,Unknown,CALL-103231,CUST-6026,2026-07-18 20:03:46,2026-07-18 20:04:10,24,2026-07-18 20:03:46,Missed,Inbound,English,Central,Billing,Unresolved,0,0,0
EcoEnergy,E502,Nathan Drake,CALL-103232,CUST-9168,2026-07-07 17:57:56,2026-07-07 18:01:56,240,2026-07-07 17:57:56,Answered,Inbound,Hindi,South,Account Queries,Resolved,16,188,36
AeroCorp,A101,Alice Smith,CALL-103233,CUST-7318,2026-07-05 15:21:42,2026-07-05 15:24:44,182,2026-07-05 15:21:42,Answered,Outbound,French,North,Billing,Resolved,4,134,44
DeltaFinance,D402,Karen Page,CALL-103234,CUST-3847,2026-07-14 15:58:06,2026-07-14 16:00:11,125,2026-07-14 15:58:06,Answered,Inbound,French,South,General Sales,Resolved,18,102,5
CloudTech,C301,George Clark,CALL-103235,CUST-3203,2026-07-18 12:56:10,2026-07-18 13:00:32,262,2026-07-18 12:56:10,Answered,Outbound,Hindi,East,General Sales,Resolved,0,245,17
AeroCorp,A102,Bob Johnson,CALL-103236,CUST-8568,2026-07-13 10:59:49,2026-07-13 11:04:47,298,2026-07-13 10:59:49,Answered,Inbound,English,South,General Sales,Resolved,1,281,16
CloudTech,C301,George Clark,CALL-103237,CUST-5974,2026-07-09 10:14:44,2026-07-09 10:17:36,172,2026-07-09 10:14:44,Answered,Outbound,Hindi,Central,Tech Support,Escalated,50,81,41
CloudTech,C303,Ian Malcolm,CALL-103238,CUST-3800,2026-07-02 07:59:55,2026-07-02 08:00:21,26,2026-07-02 07:59:55,Dropped,Inbound,Hindi,North,General Sales,Unresolved,0,0,0
CloudTech,C302,Hannah Abbott,CALL-103239,CUST-9475,2026-07-20 07:22:01,2026-07-20 07:26:04,243,2026-07-20 07:22:01,Answered,Inbound,French,Central,Billing,Resolved,10,199,34
AeroCorp,A102,Bob Johnson,CALL-103240,CUST-9962,2026-07-11 16:15:12,2026-07-11 16:15:23,11,2026-07-11 16:15:12,Dropped,Inbound,Spanish,East,Tech Support,Unresolved,0,0,0
DeltaFinance,D403,Leo Fitz,CALL-103241,CUST-4663,2026-07-20 11:50:09,2026-07-20 11:54:07,238,2026-07-20 11:50:09,Answered,Inbound,German,North,Tech Support,Unresolved,10,222,6
CloudTech,C303,Ian Malcolm,CALL-103242,CUST-9703,2026-07-05 15:25:59,2026-07-05 15:30:11,252,2026-07-05 15:25:59,Answered,Outbound,French,Central,General Sales,Resolved,28,213,11
EcoEnergy,E503,Oliver Queen,CALL-103243,CUST-5188,2026-07-06 18:17:17,2026-07-06 18:21:50,273,2026-07-06 18:17:17,Answered,Outbound,Spanish,South,Billing,Resolved,14,221,38
BioHealth,Unknown,Unknown,CALL-103244,CUST-6668,2026-07-02 08:20:36,2026-07-02 08:20:50,14,2026-07-02 08:20:36,Missed,Inbound,French,Central,Billing,Unresolved,0,0,0
AeroCorp,A101,Alice Smith,CALL-103245,CUST-8959,2026-07-18 15:54:06,2026-07-18 15:54:12,6,2026-07-18 15:54:06,Dropped,Inbound,English,North,General Sales,Unresolved,0,0,0
DeltaFinance,D403,Leo Fitz,CALL-103246,CUST-8058,2026-07-15 05:47:06,2026-07-15 05:49:23,137,2026-07-15 05:47:06,Answered,Inbound,Hindi,West,Billing,Escalated,19,113,5
EcoEnergy,Unknown,Unknown,CALL-103247,CUST-1810,2026-07-21 11:27:39,2026-07-21 11:28:08,29,2026-07-21 11:27:39,Missed,Outbound,French,North,Account Queries,Unresolved,0,0,0
DeltaFinance,D403,Leo Fitz,CALL-103248,CUST-7592,2026-07-16 08:37:22,2026-07-16 08:40:08,166,2026-07-16 08:37:22,Answered,Outbound,German,North,Billing,Resolved,1,143,22
CloudTech,C303,Ian Malcolm,CALL-103249,CUST-2144,2026-07-05 15:32:54,2026-07-05 15:36:38,224,2026-07-05 15:32:54,Answered,Inbound,Spanish,North,Account Queries,Resolved,7,217,0
AeroCorp,A102,Bob Johnson,CALL-103250,CUST-2999,2026-07-13 10:21:06,2026-07-13 10:23:08,122,2026-07-13 10:21:06,Answered,Inbound,English,West,Billing,Unresolved,15,102,5
CloudTech,C302,Hannah Abbott,CALL-103251,CUST-1883,2026-07-20 12:29:20,2026-07-20 12:32:47,207,2026-07-20 12:29:20,Answered,Inbound,French,Central,Billing,Resolved,8,147,52
EcoEnergy,E502,Nathan Drake,CALL-103252,CUST-7015,2026-07-17 05:30:32,2026-07-17 05:33:47,195,2026-07-17 05:30:32,Answered,Inbound,Hindi,West,Account Queries,Resolved,37,126,32
BioHealth,B203,Fiona Gallagher,CALL-103253,CUST-8593,2026-07-18 10:27:29,2026-07-18 10:30:49,200,2026-07-18 10:27:29,Answered,Inbound,English,West,Account Queries,Resolved,1,188,11
DeltaFinance,D403,Leo Fitz,CALL-103254,CUST-9314,2026-07-06 07:31:42,2026-07-06 07:35:35,233,2026-07-06 07:31:42,Answered,Inbound,Spanish,West,Account Queries,Escalated,20,205,8
EcoEnergy,E502,Nathan Drake,CALL-103255,CUST-3274,2026-07-21 04:24:15,2026-07-21 04:27:47,212,2026-07-21 04:24:15,Answered,Inbound,Spanish,West,General Sales,Resolved,9,201,2
BioHealth,B201,Diana Prince,CALL-103256,CUST-2484,2026-07-12 07:57:57,2026-07-12 08:01:21,204,2026-07-12 07:57:57,Answered,Outbound,German,East,General Sales,Resolved,30,171,3
DeltaFinance,D403,Leo Fitz,CALL-103257,CUST-3526,2026-07-15 17:43:05,2026-07-15 17:44:36,91,2026-07-15 17:43:05,Answered,Inbound,Spanish,East,Account Queries,Resolved,33,50,8
BioHealth,B201,Diana Prince,CALL-103258,CUST-2364,2026-07-10 14:21:01,2026-07-10 14:24:24,203,2026-07-10 14:21:01,Answered,Inbound,Hindi,West,Account Queries,Resolved,2,192,9
AeroCorp,Unknown,Unknown,CALL-103259,CUST-1761,2026-07-19 15:37:40,2026-07-19 15:38:00,20,2026-07-19 15:37:40,Missed,Outbound,Hindi,South,Billing,Unresolved,0,0,0
EcoEnergy,E501,Molly Hooper,CALL-103260,CUST-8183,2026-07-13 08:26:31,2026-07-13 08:30:31,240,2026-07-13 08:26:31,Answered,Outbound,French,East,Account Queries,Resolved,2,236,2
CloudTech,C302,Hannah Abbott,CALL-103261,CUST-7616,2026-07-16 07:07:43,2026-07-16 07:12:48,305,2026-07-16 07:07:43,Answered,Inbound,German,South,Tech Support,Unresolved,40,191,74
